count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
28515,2021,6,London,106,Bexley,A221,Major,"A221 Penhill Road roundabout",A2,547370,174240,51.44797700,0.11933874,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",116,196,17150,190,3385,157,52,28,13,15,16,282,21203
28515,2022,6,London,106,Bexley,A221,Major,"A221 Penhill Road roundabout",A2,547370,174240,51.44797700,0.11933874,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",119,226,17616,192,3675,167,55,29,14,15,16,297,22006
28515,2023,6,London,106,Bexley,A221,Major,"A221 Penhill Road roundabout",A2,547370,174240,51.44797700,0.11933874,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",122,229,17579,194,3740,166,53,28,14,15,15,292,22034
28516,2000,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",172,330,12931,308,1631,592,132,403,62,155,271,1615,16815
28516,2001,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",189,356,12944,330,1636,553,145,384,58,144,328,1612,16878
28516,2002,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",196,341,12944,360,1669,515,145,386,49,118,337,1550,16864
28516,2003,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Counted,"Manual count",130,644,14582,191,2003,502,86,237,36,71,88,1020,18440
28516,2004,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",111,614,14757,219,1896,554,100,286,35,64,97,1136,18622
28516,2005,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",114,565,14595,234,1937,522,92,285,35,63,117,1114,18445
28516,2006,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",141,614,14863,245,1920,520,90,299,30,54,121,1114,18756
28516,2007,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",183,603,14639,247,1962,582,100,368,29,57,138,1274,18725
28516,2008,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",214,587,14303,251,1921,568,110,381,24,48,131,1262,18324
28516,2009,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",232,555,14189,265,1871,532,112,372,20,37,113,1186,18066
28516,2010,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",225,521,13806,281,1850,552,110,318,21,32,103,1136,17594
28516,2011,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Counted,"Manual count",586,602,13223,304,2432,541,9,0,346,64,39,999,17560
28516,2012,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",507,654,12971,300,2375,571,10,0,290,68,45,984,17283
28516,2013,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",415,639,13084,276,2434,580,11,0,230,69,48,939,17373
28516,2014,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",466,662,13121,265,2516,531,11,0,226,63,51,882,17447
28516,2015,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",535,627,13077,254,2618,527,12,0,268,60,49,915,17492
28516,2016,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",553,673,12807,269,2701,518,11,0,274,61,55,919,17368
28516,2017,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041462,-0.02317810,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",540,697,12803,258,2678,509,12,0,247,61,54,883,17319
28516,2018,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041300,-0.02317818,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",534,703,12792,248,2733,512,12,0,245,59,52,879,17354
28516,2019,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041300,-0.02317818,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",500,741,12825,247,2732,503,12,0,246,59,51,871,17416
28516,2020,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041300,-0.02317818,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",619,565,9722,206,2381,445,10,0,209,52,45,761,13635
28516,2021,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041300,-0.02317818,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",553,644,10489,207,2539,469,11,0,222,55,48,806,14685
28516,2022,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041300,-0.02317818,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",566,743,10774,210,2756,501,11,0,240,58,47,857,15340
28516,2023,6,London,105,Greenwich,A2209,Major,"LA Boundary",A200,537370,177570,51.48041300,-0.02317818,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",580,754,10751,212,2805,498,11,0,229,57,45,839,15360
28517,2000,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Counted,"Manual count",383,970,23552,1208,2852,1057,92,120,73,103,57,1502,30084
28517,2001,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",436,1080,23010,1203,2915,1053,107,122,67,92,67,1508,29716
28517,2002,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",444,1012,21721,1382,2717,930,102,117,57,75,69,1350,28182
28517,2003,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",518,1055,20982,1671,2902,828,96,114,62,76,87,1263,27873
28517,2004,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",549,1108,18863,1818,3035,937,115,141,61,69,98,1421,26245
28517,2005,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",708,1105,18486,1765,3050,963,115,153,50,57,97,1435,25841
28517,2006,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Counted,"Manual count",367,1157,16445,1361,3798,948,260,149,39,126,89,1611,24372
28517,2007,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",363,1185,16248,1339,3885,866,238,150,33,116,89,1492,24149
28517,2008,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",372,1205,15906,1361,3881,877,271,161,31,110,94,1544,23897
28517,2009,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",369,1171,15477,1394,3761,876,294,167,30,97,94,1558,23361
28517,2010,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Counted,"Manual count",921,1504,14857,1339,3271,634,107,136,79,119,103,1178,22149
28517,2011,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",905,1478,14649,1356,3215,623,113,151,61,117,109,1174,21872
28517,2012,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",930,1406,14170,1429,3112,656,128,179,47,116,116,1242,21358
28517,2013,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",886,1294,14076,1510,3136,674,142,208,39,122,130,1314,21330
28517,2014,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",953,1328,14285,1469,3196,593,135,195,35,102,126,1187,21464
28517,2015,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Counted,"Manual count",891,1463,12651,1555,2965,675,127,216,13,127,89,1247,19881
28517,2016,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",921,1570,12390,1644,3058,663,120,303,14,128,101,1328,19990
28517,2017,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47575079,-0.03461207,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",900,1627,12386,1578,3033,652,127,260,12,128,98,1277,19901
28517,2018,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47574900,-0.03461215,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",889,1640,12375,1519,3095,655,126,210,12,124,94,1221,19849
28517,2019,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47574900,-0.03461215,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",833,1730,12407,1509,3093,644,127,220,12,124,94,1221,19961
28517,2020,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47574900,-0.03461215,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1031,1318,9405,1258,2697,570,105,182,10,109,82,1059,15737
28517,2021,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47574900,-0.03461215,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",921,1504,10147,1269,2875,601,114,200,11,116,88,1130,16924
28517,2022,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47574900,-0.03461215,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",943,1734,10422,1284,3121,641,120,205,12,122,86,1186,17748
28517,2023,6,London,104,Lewisham,A2,Major,"A2 Lewisham Way","A2 Amersham Rd",536590,177030,51.47574900,-0.03461215,0.20,0.12,Counted,"Manual count",920,1648,11117,1431,3011,600,99,212,30,45,138,1124,18332
28521,2000,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Manual count",463,1223,37564,962,5359,1473,38,10,9,11,0,1541,46649
28521,2001,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Manual count",1402,2672,28042,611,4293,1921,37,56,9,9,4,2036,37654
28521,2002,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Dependent on a neighbouring counted link",2121,1926,27210,964,4613,1039,33,25,11,5,4,1117,35830
28521,2003,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Dependent on a neighbouring counted link",1172,1708,28872,1312,5341,1114,39,31,8,9,2,1203,38436
28521,2004,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1241,1795,25956,1427,5586,1262,47,39,8,8,2,1366,36130
28521,2005,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",1602,1791,25437,1386,5614,1297,47,43,6,7,2,1402,35630
28521,2006,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Dependent on a neighbouring counted link",3043,2068,25207,1329,8529,1296,21,10,2,16,2,1347,38480
28521,2007,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3009,2117,24905,1307,8725,1185,18,10,1,14,2,1230,38284
28521,2008,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3087,2153,24382,1328,8716,1199,21,12,1,13,2,1248,37827
28521,2009,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Dependent on a neighbouring counted link",4464,2175,27137,1239,7006,1286,23,6,7,4,0,1326,38883
28521,2010,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",4924,2151,26703,1249,6879,1342,23,5,7,4,0,1381,38363
28521,2011,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",4840,2114,26330,1265,6762,1318,25,6,5,4,0,1358,37829
28521,2012,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Dependent on a neighbouring counted link",3034,1343,18703,1210,5084,1405,57,51,0,2,16,1531,27871
28521,2013,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",2890,1237,18579,1278,5124,1445,63,60,0,3,17,1587,27805
28521,2014,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3110,1268,18854,1243,5222,1271,60,56,0,2,17,1406,27994
28521,2015,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3145,1262,19136,1275,5124,1210,62,53,0,2,19,1346,28143
28521,2016,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Counted,"Dependent on a neighbouring counted link",4616,1978,18633,958,7333,731,10,38,3,4,8,794,29696
28521,2017,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761389,-0.07431087,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",4508,2050,18628,919,7272,718,11,32,3,4,7,776,29645
28521,2018,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761200,-0.07431095,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",4453,2066,18611,885,7420,722,11,26,3,4,7,773,29755
28521,2019,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761200,-0.07431095,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",4173,2180,18660,879,7417,710,11,27,3,4,7,762,29898
28521,2020,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761200,-0.07431095,0.50,0.31,Counted,"Dependent on a neighbouring counted link",3840,1232,15062,747,7668,934,0,1,10,3,2,950,25659
28521,2021,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761200,-0.07431095,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",3430,1406,16249,753,8176,985,0,1,10,3,2,1001,27585
28521,2022,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761200,-0.07431095,0.50,0.31,Counted,"Dependent on a neighbouring counted link",4799,1959,10734,968,8455,1472,12,1,10,6,6,1507,23623
28521,2023,6,London,93,"Tower Hamlets",A100,Major,"LA Boundary",A1210/A1211,533740,180500,51.50761200,-0.07431095,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",4921,1987,10712,976,8604,1463,11,1,10,6,6,1497,23776
28523,2000,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",317,150,17393,317,1993,75,37,31,15,7,13,178,20031
28523,2001,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",348,162,17411,339,1999,70,41,29,15,7,15,177,20088
28523,2002,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Counted,"Manual count",222,142,17445,388,1365,278,12,16,11,10,1,328,19668
28523,2003,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",322,147,17096,447,1503,251,12,16,11,10,1,301,19494
28523,2004,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",278,140,17301,511,1424,276,14,19,11,8,1,329,19705
28523,2005,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Counted,"Manual count",152,112,13622,491,1096,293,8,4,10,9,5,329,15650
28523,2006,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",190,122,13872,514,1087,291,8,4,8,7,5,323,15918
28523,2007,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",245,120,13664,516,1110,325,8,5,8,7,5,358,15768
28523,2008,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Counted,"Manual count",180,155,14519,391,1691,342,27,20,3,5,7,404,17160
28523,2009,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",195,146,14403,412,1647,321,27,20,3,4,6,381,16989
28523,2010,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",189,137,14014,437,1629,333,27,17,3,4,6,390,16607
28523,2011,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",187,137,13972,451,1621,333,29,19,3,4,6,394,16575
28523,2012,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",162,149,13706,444,1583,351,33,23,3,4,7,421,16302
28523,2013,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",132,145,13825,410,1623,357,36,26,2,4,7,433,16436
28523,2014,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",149,151,13865,393,1677,327,36,25,2,4,8,402,16488
28523,2015,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",171,143,13818,377,1745,325,38,25,2,4,7,402,16485
28523,2016,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",176,153,13533,399,1800,319,36,35,2,4,8,405,16290
28523,2017,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439909,-0.37502578,1.50,0.93,Counted,"Manual count",256,139,11491,337,1600,113,19,26,3,7,6,174,13740
28523,2018,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439700,-0.37502585,1.50,0.93,Counted,"Automatic counter",301,166,13608,389,1951,135,23,25,4,8,7,201,16316
28523,2019,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439700,-0.37502585,1.50,0.93,Counted,"Automatic counter",280,174,13545,384,1935,132,23,26,4,8,6,199,16236
28523,2020,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439700,-0.37502585,1.50,0.93,Counted,"Automatic counter",346,141,10904,340,1792,124,20,22,4,8,6,184,13361
28523,2021,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439700,-0.37502585,1.50,0.93,Counted,"Automatic counter",309,157,11495,335,1867,128,21,24,4,8,6,191,14044
28523,2022,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439700,-0.37502585,1.50,0.93,Counted,"Automatic counter",316,179,11655,334,1999,135,22,24,4,8,6,199,14365
28523,2023,6,London,175,"Richmond upon Thames",A314,Major,"LA Boundary",A3063,513003,174076,51.45439700,-0.37502585,1.50,0.93,Counted,"Automatic counter",324,188,12064,349,2109,139,22,25,4,8,6,204,14914
28532,2000,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Counted,"Manual count",435,500,20832,601,2258,511,27,32,18,10,11,609,24800
28532,2001,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",495,557,20353,599,2308,509,31,32,16,9,13,610,24427
28532,2002,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Counted,"Manual count",540,794,18347,837,3192,308,31,55,29,18,13,454,23624
28532,2003,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",630,827,17723,1012,3409,274,29,53,32,18,17,423,23394
28532,2004,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Counted,"Manual count",361,573,17033,912,2234,397,28,12,29,10,7,483,21235
28532,2005,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",466,571,16692,885,2245,408,28,14,24,9,7,490,20883
28532,2006,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Counted,"Manual count",750,981,18833,768,4363,618,45,34,10,24,20,751,25696
28532,2007,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",742,1005,18608,756,4463,565,42,35,8,22,20,692,25524
28532,2008,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Counted,"Manual count",959,747,17024,792,2630,514,54,21,10,7,28,634,21827
28532,2009,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",950,726,16565,811,2549,514,59,21,10,6,28,638,21289
28532,2010,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1048,718,16300,817,2503,537,59,18,11,6,27,658,20996
28532,2011,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",1030,706,16072,827,2461,528,62,20,8,6,29,653,20719
28532,2012,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Counted,"Manual count",733,472,15587,930,2831,532,52,149,2,7,11,754,20574
28532,2013,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",698,434,15483,983,2854,547,57,173,2,8,12,799,20553
28532,2014,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",751,445,15713,956,2908,481,54,163,2,6,12,718,20741
28532,2015,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",759,443,15947,980,2854,458,56,155,2,7,13,692,20916
28532,2016,6,London,165,Haringey,A105,Major,"LA Boundary","West Green Rd",531730,189000,51.58447044,-0.10007675,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",786,476,15618,1037,2943,450,53,217,3,7,15,745,20818
